family,P_macro_mean,P_macro_std,R_macro_mean,R_macro_std,F1_macro_mean,F1_macro_std
Users,0.5832026143790849,0.10778800085880785,0.5815441176470588,0.1052540419681561,0.5793891646951419,0.10686730888378497
Message,0.4326933902011302,0.0425031614954651,0.4352205882352941,0.04191889487566528,0.4285372483800476,0.03972028583467884
Fusion,0.5091488525234655,0.05163263015475938,0.5091666666666667,0.05132634725957401,0.5073468195381432,0.05213154469708007
